Tender ID,Project Name,Project Type,Description,Duration Deadline (days),Location,Max Budget ($),Company ID,Bid Cost ($),Proposed Start Date,Estimated Duration (days),Employees,Experience (years),Company Value ($),Previous Contracts,Reputation Score,Location Advantage,Cost Deviation (%),Deadline Deviation (%),Numeric Rating,Accepted,Reason
162,Project_162,Bridge Construction,Description of Project_162 in Bridge Construction.,709,Suburban,9032019,Company_194,7421975.19,2025-08-20,799,441,48,371721993.89,16,0.52,1,-17.83,12.69,78.09,1,Cost-effective and timely
162,Project_162,Bridge Construction,Description of Project_162 in Bridge Construction.,709,Suburban,9032019,Company_880,8020726.6,2025-09-26,766,785,37,268971728.34,25,0.86,1,-11.2,8.04,92.16,1,Cost-effective and timely
162,Project_162,Bridge Construction,Description of Project_162 in Bridge Construction.,709,Suburban,9032019,Company_764,9214925.98,2025-01-23,713,223,21,182318308.66,39,0.94,1,2.03,0.56,94.4,1,Cost-effective and timely
163,Project_163,Bridge Construction,Description of Project_163 in Bridge Construction.,195,Suburban,3430657,Company_974,3472679.59,2025-09-25,262,57,6,230470101.93,21,0.51,1,1.22,34.36,54.6,0,High deviation in cost or deadlines
163,Project_163,Bridge Construction,Description of Project_163 in Bridge Construction.,195,Suburban,3430657,Company_218,3932983.72,2025-08-12,221,980,46,72587364.12,12,0.52,1,14.64,13.33,76.64,1,Cost-effective and timely
163,Project_163,Bridge Construction,Description of Project_163 in Bridge Construction.,195,Suburban,3430657,Company_897,3687936.64,2025-04-04,178,696,16,50522747.38,33,0.83,0,7.5,-8.72,81.38,1,Cost-effective and timely
163,Project_163,Bridge Construction,Description of Project_163 in Bridge Construction.,195,Suburban,3430657,Company_981,2855744.13,2025-04-07,256,838,18,373930970.27,18,0.7,0,-16.76,31.28,67.36,0,High deviation in cost or deadlines
163,Project_163,Bridge Construction,Description of Project_163 in Bridge Construction.,195,Suburban,3430657,Company_662,2775310.03,2025-12-03,218,776,13,40980816.48,48,0.99,0,-19.1,11.79,91.41,1,Cost-effective and timely
164,Project_164,Residential Building,Description of Project_164 in Residential Building.,419,Suburban,10769388,Company_385,11502840.06,2025-11-27,460,705,41,41923047.99,38,0.88,0,6.81,9.79,100.84,1,Cost-effective and timely
164,Project_164,Residential Building,Description of Project_164 in Residential Building.,419,Suburban,10769388,Company_245,12319178.19,2025-09-25,391,518,25,166762895.47,45,0.88,1,14.39,-6.68,92.49,1,Cost-effective and timely
164,Project_164,Residential Building,Description of Project_164 in Residential Building.,419,Suburban,10769388,Company_333,10600933.18,2025-10-15,472,268,38,373320207.99,49,0.67,1,-1.56,12.65,91.16,1,Cost-effective and timely
164,Project_164,Residential Building,Description of Project_164 in Residential Building.,419,Suburban,10769388,Company_454,8891644.19,2025-11-23,464,723,49,134104828.45,6,0.78,0,-17.44,10.74,87.91,1,Cost-effective and timely
164,Project_164,Residential Building,Description of Project_164 in Residential Building.,419,Suburban,10769388,Company_329,10418919.04,2025-05-17,370,967,6,151010260.47,5,0.89,0,-3.25,-11.69,69.16,0,High deviation in cost or deadlines
165,Project_165,Residential Building,Description of Project_165 in Residential Building.,526,Suburban,19895994,Company_701,20873662.76,2025-06-24,476,179,46,331224442.47,33,0.97,0,4.91,-9.51,107.27,1,Cost-effective and timely
165,Project_165,Residential Building,Description of Project_165 in Residential Building.,526,Suburban,19895994,Company_360,18352211.69,2025-03-12,619,140,48,190815757.48,30,0.8,0,-7.76,17.68,97.08,1,Cost-effective and timely
165,Project_165,Residential Building,Description of Project_165 in Residential Building.,526,Suburban,19895994,Company_779,19802826.4,2025-08-03,584,617,9,325041410.83,9,0.81,0,-0.47,11.03,69.52,0,High deviation in cost or deadlines
165,Project_165,Residential Building,Description of Project_165 in Residential Building.,526,Suburban,19895994,Company_505,19163232.13,2025-09-28,614,467,24,40303718.0,14,0.78,0,-3.68,16.73,77.56,1,Cost-effective and timely
165,Project_165,Residential Building,Description of Project_165 in Residential Building.,526,Suburban,19895994,Company_181,20416693.49,2025-09-28,617,324,28,73499344.21,9,0.52,0,2.62,17.3,67.22,0,High deviation in cost or deadlines
166,Project_166,Residential Building,Description of Project_166 in Residential Building.,704,Rural,13627196,Company_778,16184835.66,2025-10-17,724,804,15,336137831.54,23,0.64,0,18.77,2.84,66.45,0,High deviation in cost or deadlines
166,Project_166,Residential Building,Description of Project_166 in Residential Building.,704,Rural,13627196,Company_378,15051183.62,2025-09-13,797,170,24,189274618.45,14,0.87,0,10.45,13.21,80.66,1,Cost-effective and timely
166,Project_166,Residential Building,Description of Project_166 in Residential Building.,704,Rural,13627196,Company_841,11969324.33,2025-12-17,654,801,38,404899538.45,28,0.91,0,-12.17,-7.1,96.25,1,Cost-effective and timely
166,Project_166,Residential Building,Description of Project_166 in Residential Building.,704,Rural,13627196,Company_985,11519445.38,2025-08-11,692,735,23,89937151.34,40,0.92,0,-15.47,-1.7,92.06,1,Cost-effective and timely
166,Project_166,Residential Building,Description of Project_166 in Residential Building.,704,Rural,13627196,Company_449,14792879.58,2025-05-26,750,123,43,488634060.79,20,0.95,1,8.55,6.53,99.04,1,Cost-effective and timely
167,Project_167,Industrial Complex,Description of Project_167 in Industrial Complex.,653,Urban,4589884,Company_506,5173889.44,2025-11-04,634,869,26,356630850.01,48,0.54,0,12.72,-2.91,74.73,1,Cost-effective and timely
167,Project_167,Industrial Complex,Description of Project_167 in Industrial Complex.,653,Urban,4589884,Company_800,4640480.3,2025-03-22,614,161,46,138129459.88,30,0.57,0,1.1,-5.97,86.42,1,Cost-effective and timely
167,Project_167,Industrial Complex,Description of Project_167 in Industrial Complex.,653,Urban,4589884,Company_986,5131131.57,2025-06-15,652,193,41,115593151.43,15,0.61,0,11.79,-0.15,80.29,1,Cost-effective and timely
167,Project_167,Industrial Complex,Description of Project_167 in Industrial Complex.,653,Urban,4589884,Company_999,4103915.67,2025-10-02,604,112,30,105913660.65,50,0.95,0,-10.59,-7.5,102.13,1,Cost-effective and timely
167,Project_167,Industrial Complex,Description of Project_167 in Industrial Complex.,653,Urban,4589884,Company_137,4508290.72,2025-10-05,693,902,35,71917915.01,9,0.87,1,-1.78,6.13,87.96,1,Cost-effective and timely
168,Project_168,Bridge Construction,Description of Project_168 in Bridge Construction.,711,Urban,17230644,Company_234,18099473.78,2025-06-22,781,640,37,31503169.7,49,0.54,0,5.04,9.85,82.39,1,Cost-effective and timely
168,Project_168,Bridge Construction,Description of Project_168 in Bridge Construction.,711,Urban,17230644,Company_862,20631522.0,2025-12-03,764,547,32,293918002.45,42,0.59,1,19.74,7.45,78.02,1,Cost-effective and timely
168,Project_168,Bridge Construction,Description of Project_168 in Bridge Construction.,711,Urban,17230644,Company_193,14516686.52,2025-06-16,726,820,10,479295471.49,43,0.94,1,-15.75,2.11,86.41,1,Cost-effective and timely
168,Project_168,Bridge Construction,Description of Project_168 in Bridge Construction.,711,Urban,17230644,Company_560,17906551.81,2025-09-17,662,173,21,348831600.07,3,0.94,1,3.92,-6.89,79.86,1,Cost-effective and timely
168,Project_168,Bridge Construction,Description of Project_168 in Bridge Construction.,711,Urban,17230644,Company_408,16085059.22,2025-10-15,689,277,12,172004878.47,35,0.84,0,-6.65,-3.09,80.92,1,Cost-effective and timely
169,Project_169,Bridge Construction,Description of Project_169 in Bridge Construction.,709,Urban,8360466,Company_905,8277080.37,2025-06-02,674,583,27,407847532.57,12,0.68,0,-1.0,-4.94,75.97,1,Cost-effective and timely
169,Project_169,Bridge Construction,Description of Project_169 in Bridge Construction.,709,Urban,8360466,Company_76,8094394.83,2025-06-04,678,968,14,405938204.85,41,0.82,1,-3.18,-4.37,83.58,1,Cost-effective and timely
169,Project_169,Bridge Construction,Description of Project_169 in Bridge Construction.,709,Urban,8360466,Company_558,7533112.42,2025-12-19,758,224,5,136524438.18,32,0.91,0,-9.9,6.91,78.38,1,Cost-effective and timely
169,Project_169,Bridge Construction,Description of Project_169 in Bridge Construction.,709,Urban,8360466,Company_17,8861344.94,2025-03-28,715,498,48,467315808.2,47,0.53,0,5.99,0.85,88.68,1,Cost-effective and timely
169,Project_169,Bridge Construction,Description of Project_169 in Bridge Construction.,709,Urban,8360466,Company_537,8690415.69,2025-07-21,774,852,7,238528411.98,20,0.95,0,3.95,9.17,78.09,1,Cost-effective and timely
170,Project_170,Bridge Construction,Description of Project_170 in Bridge Construction.,552,Suburban,6946562,Company_277,7490571.65,2025-02-03,599,264,9,109219279.55,10,0.51,0,7.83,8.51,55.42,0,High deviation in cost or deadlines
170,Project_170,Bridge Construction,Description of Project_170 in Bridge Construction.,552,Suburban,6946562,Company_319,6654250.59,2025-03-28,515,336,24,396763001.47,4,0.99,1,-4.21,-6.7,84.07,1,Cost-effective and timely
170,Project_170,Bridge Construction,Description of Project_170 in Bridge Construction.,552,Suburban,6946562,Company_558,6199417.58,2025-07-02,617,150,23,84463224.84,25,0.59,0,-10.76,11.78,69.97,0,High deviation in cost or deadlines
170,Project_170,Bridge Construction,Description of Project_170 in Bridge Construction.,552,Suburban,6946562,Company_4,7721559.62,2025-10-26,546,178,48,267679849.94,0,0.88,1,11.16,-1.09,91.66,1,Cost-effective and timely
170,Project_170,Bridge Construction,Description of Project_170 in Bridge Construction.,552,Suburban,6946562,Company_640,6934343.71,2025-12-25,574,329,10,260715728.61,39,1.0,0,-0.18,3.99,91.16,1,Cost-effective and timely
171,Project_171,Residential Building,Description of Project_171 in Residential Building.,396,Rural,11184064,Company_541,9702443.76,2025-04-22,430,72,18,370713126.39,12,0.96,1,-13.25,8.59,80.3,1,Cost-effective and timely
171,Project_171,Residential Building,Description of Project_171 in Residential Building.,396,Rural,11184064,Company_80,10338536.42,2025-09-21,426,449,29,459421809.5,50,0.52,0,-7.56,7.58,76.33,1,Cost-effective and timely
171,Project_171,Residential Building,Description of Project_171 in Residential Building.,396,Rural,11184064,Company_995,12084116.48,2025-10-17,427,943,43,229875347.75,2,0.52,0,8.05,7.83,74.62,1,Cost-effective and timely
171,Project_171,Residential Building,Description of Project_171 in Residential Building.,396,Rural,11184064,Company_73,12585887.09,2025-09-13,471,770,11,38929640.53,44,0.71,0,12.53,18.94,73.1,1,Cost-effective and timely
171,Project_171,Residential Building,Description of Project_171 in Residential Building.,396,Rural,11184064,Company_791,9148696.89,2025-07-04,478,833,9,36725967.0,34,0.71,0,-18.2,20.71,67.75,0,High deviation in cost or deadlines
172,Project_172,Bridge Construction,Description of Project_172 in Bridge Construction.,634,Urban,15963339,Company_772,12838596.36,2025-11-18,673,963,35,193509820.01,5,0.86,0,-19.57,6.15,82.59,1,Cost-effective and timely
172,Project_172,Bridge Construction,Description of Project_172 in Bridge Construction.,634,Urban,15963339,Company_971,17066572.59,2025-05-12,613,617,9,138096116.67,28,0.89,0,6.91,-3.31,79.26,1,Cost-effective and timely
172,Project_172,Bridge Construction,Description of Project_172 in Bridge Construction.,634,Urban,15963339,Company_324,17888926.0,2025-07-05,628,495,11,31217781.34,21,0.69,0,12.06,-0.95,67.49,0,High deviation in cost or deadlines
172,Project_172,Bridge Construction,Description of Project_172 in Bridge Construction.,634,Urban,15963339,Company_340,16729241.12,2025-10-25,612,785,24,310914712.56,37,0.69,0,4.8,-3.47,80.91,1,Cost-effective and timely
172,Project_172,Bridge Construction,Description of Project_172 in Bridge Construction.,634,Urban,15963339,Company_54,19031262.36,2025-10-28,673,190,19,199990734.04,45,0.67,0,19.22,6.15,75.8,1,Cost-effective and timely
173,Project_173,Industrial Complex,Description of Project_173 in Industrial Complex.,210,Urban,14468642,Company_836,12038047.76,2025-04-02,211,769,28,114816329.96,42,0.69,0,-16.8,0.48,82.58,1,Cost-effective and timely
173,Project_173,Industrial Complex,Description of Project_173 in Industrial Complex.,210,Urban,14468642,Company_450,15258484.01,2025-12-22,251,781,22,371859952.04,42,0.62,1,5.46,19.52,75.37,1,Cost-effective and timely
173,Project_173,Industrial Complex,Description of Project_173 in Industrial Complex.,210,Urban,14468642,Company_838,16201149.01,2025-06-01,268,522,44,52343411.31,13,0.83,0,11.97,27.62,88.76,1,Cost-effective and timely
173,Project_173,Industrial Complex,Description of Project_173 in Industrial Complex.,210,Urban,14468642,Company_485,13230594.14,2025-07-15,231,257,47,495241428.36,45,0.74,0,-8.56,10.0,98.41,1,Cost-effective and timely
173,Project_173,Industrial Complex,Description of Project_173 in Industrial Complex.,210,Urban,14468642,Company_849,15133717.11,2025-02-19,225,674,39,145255211.62,31,0.96,1,4.6,7.14,102.07,1,Cost-effective and timely
174,Project_174,Industrial Complex,Description of Project_174 in Industrial Complex.,237,Suburban,8516131,Company_456,10128762.75,2025-11-19,310,165,38,41829713.03,3,0.95,0,18.94,30.8,85.07,1,Cost-effective and timely
174,Project_174,Industrial Complex,Description of Project_174 in Industrial Complex.,237,Suburban,8516131,Company_853,6867842.47,2025-11-23,219,443,5,351787151.13,43,0.88,0,-19.35,-7.59,78.71,1,Cost-effective and timely
174,Project_174,Industrial Complex,Description of Project_174 in Industrial Complex.,237,Suburban,8516131,Company_769,9433510.27,2025-06-13,237,520,39,254783670.18,10,0.94,0,10.77,0.0,92.61,1,Cost-effective and timely
174,Project_174,Industrial Complex,Description of Project_174 in Industrial Complex.,237,Suburban,8516131,Company_664,8380166.42,2025-12-17,321,154,39,349935458.31,48,0.86,1,-1.6,35.44,100.45,1,Cost-effective and timely
174,Project_174,Industrial Complex,Description of Project_174 in Industrial Complex.,237,Suburban,8516131,Company_439,7976497.54,2025-09-17,223,974,21,18492768.7,40,0.97,1,-6.34,-5.91,95.06,1,Cost-effective and timely
175,Project_175,Road Construction,Description of Project_175 in Road Construction.,561,Urban,7625001,Company_817,8033836.2,2025-03-01,525,427,20,269301943.06,34,0.71,0,5.36,-6.42,78.34,1,Cost-effective and timely
175,Project_175,Road Construction,Description of Project_175 in Road Construction.,561,Urban,7625001,Company_941,8974695.67,2025-01-08,632,545,36,177461742.87,6,0.84,0,17.7,12.66,82.41,1,Cost-effective and timely
175,Project_175,Road Construction,Description of Project_175 in Road Construction.,561,Urban,7625001,Company_486,8505202.95,2025-06-10,624,119,17,149909091.57,4,0.51,0,11.54,11.23,57.99,0,High deviation in cost or deadlines
175,Project_175,Road Construction,Description of Project_175 in Road Construction.,561,Urban,7625001,Company_484,8231555.33,2025-04-03,566,927,15,125994372.29,5,0.59,1,7.95,0.89,62.1,0,High deviation in cost or deadlines
175,Project_175,Road Construction,Description of Project_175 in Road Construction.,561,Urban,7625001,Company_285,6711828.74,2025-07-23,660,238,37,441203605.73,47,0.83,1,-11.98,17.65,96.84,1,Cost-effective and timely
176,Project_176,Bridge Construction,Description of Project_176 in Bridge Construction.,449,Urban,19971666,Company_409,16336337.48,2025-12-08,507,428,36,461968783.47,16,0.53,1,-18.2,12.92,71.26,1,Cost-effective and timely
176,Project_176,Bridge Construction,Description of Project_176 in Bridge Construction.,449,Urban,19971666,Company_483,18253635.15,2025-11-01,419,894,42,171208958.72,23,0.8,0,-8.6,-6.68,92.17,1,Cost-effective and timely
176,Project_176,Bridge Construction,Description of Project_176 in Bridge Construction.,449,Urban,19971666,Company_154,16502950.33,2025-06-28,542,195,6,408440613.01,39,0.65,1,-17.37,20.71,64.19,0,High deviation in cost or deadlines
176,Project_176,Bridge Construction,Description of Project_176 in Bridge Construction.,449,Urban,19971666,Company_353,19049451.03,2025-09-24,469,643,16,334905977.42,50,0.62,0,-4.62,4.45,75.43,1,Cost-effective and timely
176,Project_176,Bridge Construction,Description of Project_176 in Bridge Construction.,449,Urban,19971666,Company_290,21835687.93,2025-09-15,459,265,42,183683801.85,22,0.61,1,9.33,2.23,82.88,1,Cost-effective and timely
177,Project_177,Industrial Complex,Description of Project_177 in Industrial Complex.,595,Urban,14661057,Company_877,14079894.62,2025-10-03,586,349,39,300898855.06,39,0.8,1,-3.96,-1.51,96.94,1,Cost-effective and timely
177,Project_177,Industrial Complex,Description of Project_177 in Industrial Complex.,595,Urban,14661057,Company_319,11793045.16,2025-05-10,575,721,14,104158216.79,24,0.81,1,-19.56,-3.36,74.33,1,Cost-effective and timely
177,Project_177,Industrial Complex,Description of Project_177 in Industrial Complex.,595,Urban,14661057,Company_413,16095963.47,2025-11-19,638,543,46,51470050.46,0,0.82,0,9.79,7.23,87.72,1,Cost-effective and timely
177,Project_177,Industrial Complex,Description of Project_177 in Industrial Complex.,595,Urban,14661057,Company_382,13198284.52,2025-06-09,652,661,28,68593019.98,40,0.73,0,-9.98,9.58,84.73,1,Cost-effective and timely
177,Project_177,Industrial Complex,Description of Project_177 in Industrial Complex.,595,Urban,14661057,Company_345,16151129.2,2025-09-22,545,237,9,379281474.57,47,0.57,1,10.16,-8.4,66.04,0,High deviation in cost or deadlines
178,Project_178,Industrial Complex,Description of Project_178 in Industrial Complex.,322,Suburban,7009726,Company_510,7114834.61,2025-03-26,300,193,6,357634963.43,42,0.86,0,1.5,-6.83,81.47,1,Cost-effective and timely
178,Project_178,Industrial Complex,Description of Project_178 in Industrial Complex.,322,Suburban,7009726,Company_738,7853296.65,2025-12-28,420,388,41,229074375.87,20,0.53,0,12.03,30.43,74.59,1,Cost-effective and timely
178,Project_178,Industrial Complex,Description of Project_178 in Industrial Complex.,322,Suburban,7009726,Company_753,6005716.38,2025-05-02,420,813,27,178473598.96,50,0.75,1,-14.32,30.43,85.29,1,Cost-effective and timely
178,Project_178,Industrial Complex,Description of Project_178 in Industrial Complex.,322,Suburban,7009726,Company_243,5724171.04,2025-12-16,400,931,5,88803949.7,26,0.76,0,-18.34,24.22,65.21,0,High deviation in cost or deadlines
178,Project_178,Industrial Complex,Description of Project_178 in Industrial Complex.,322,Suburban,7009726,Company_525,6105102.2,2025-07-10,310,559,35,331591841.14,23,0.69,0,-12.91,-3.73,81.99,1,Cost-effective and timely
179,Project_179,Bridge Construction,Description of Project_179 in Bridge Construction.,294,Suburban,5576052,Company_814,6160221.24,2025-08-26,359,255,13,38218125.46,45,0.74,0,10.48,22.11,76.41,1,Cost-effective and timely
179,Project_179,Bridge Construction,Description of Project_179 in Bridge Construction.,294,Suburban,5576052,Company_535,4876428.67,2025-08-10,314,680,9,118197984.39,5,0.7,0,-12.55,6.8,61.61,0,High deviation in cost or deadlines
179,Project_179,Bridge Construction,Description of Project_179 in Bridge Construction.,294,Suburban,5576052,Company_982,4866172.0,2025-02-21,245,324,21,376906899.65,24,0.53,0,-12.73,-16.67,64.67,0,High deviation in cost or deadlines
179,Project_179,Bridge Construction,Description of Project_179 in Bridge Construction.,294,Suburban,5576052,Company_483,6222370.76,2025-06-17,313,898,17,148488195.3,31,0.78,0,11.59,6.46,78.11,1,Cost-effective and timely
179,Project_179,Bridge Construction,Description of Project_179 in Bridge Construction.,294,Suburban,5576052,Company_594,6667644.57,2025-03-01,281,107,41,242353452.24,36,0.82,0,19.58,-4.42,94.85,1,Cost-effective and timely
180,Project_180,Residential Building,Description of Project_180 in Residential Building.,282,Rural,3229770,Company_473,2868448.47,2025-07-23,342,205,26,26764965.07,4,0.79,0,-11.19,21.28,74.1,1,Cost-effective and timely
180,Project_180,Residential Building,Description of Project_180 in Residential Building.,282,Rural,3229770,Company_742,3253976.84,2025-06-08,296,57,17,39426332.8,23,0.71,0,0.75,4.96,74.49,1,Cost-effective and timely
180,Project_180,Residential Building,Description of Project_180 in Residential Building.,282,Rural,3229770,Company_445,3275712.94,2025-01-01,334,159,35,238817863.68,5,0.65,0,1.42,18.44,76.17,1,Cost-effective and timely
180,Project_180,Residential Building,Description of Project_180 in Residential Building.,282,Rural,3229770,Company_90,2829778.65,2025-04-14,351,345,25,382356195.9,7,0.96,0,-12.38,24.47,81.16,1,Cost-effective and timely
180,Project_180,Residential Building,Description of Project_180 in Residential Building.,282,Rural,3229770,Company_814,3582446.68,2025-04-08,254,895,19,58420089.98,25,0.96,1,10.92,-9.93,86.22,1,Cost-effective and timely
181,Project_181,Bridge Construction,Description of Project_181 in Bridge Construction.,192,Urban,2866969,Company_726,2724838.43,2025-09-09,287,821,29,44075867.46,18,0.76,0,-4.96,49.48,77.33,1,Cost-effective and timely
181,Project_181,Bridge Construction,Description of Project_181 in Bridge Construction.,192,Urban,2866969,Company_909,2469452.22,2025-03-26,155,441,30,274191404.49,46,0.56,0,-13.87,-19.27,76.0,1,Cost-effective and timely
181,Project_181,Bridge Construction,Description of Project_181 in Bridge Construction.,192,Urban,2866969,Company_590,2433353.73,2025-01-23,242,607,32,222940623.69,20,0.72,0,-15.12,26.04,78.13,1,Cost-effective and timely
181,Project_181,Bridge Construction,Description of Project_181 in Bridge Construction.,192,Urban,2866969,Company_581,2570392.89,2025-03-10,241,387,43,172556084.07,38,0.96,0,-10.34,25.52,104.17,1,Cost-effective and timely
181,Project_181,Bridge Construction,Description of Project_181 in Bridge Construction.,192,Urban,2866969,Company_347,3074103.12,2025-06-03,187,762,21,11995227.92,26,0.99,1,7.22,-2.6,90.79,1,Cost-effective and timely
182,Project_182,Industrial Complex,Description of Project_182 in Industrial Complex.,508,Rural,10066088,Company_323,9465554.56,2025-12-06,510,56,39,471611643.36,45,0.79,1,-5.97,0.39,97.99,1,Cost-effective and timely
182,Project_182,Industrial Complex,Description of Project_182 in Industrial Complex.,508,Rural,10066088,Company_866,10161864.66,2025-02-24,483,507,29,423128750.13,23,0.67,0,0.95,-4.92,79.68,1,Cost-effective and timely
182,Project_182,Industrial Complex,Description of Project_182 in Industrial Complex.,508,Rural,10066088,Company_655,11793709.1,2025-04-07,479,390,17,323165526.76,43,0.65,0,17.16,-5.71,73.38,1,Cost-effective and timely
182,Project_182,Industrial Complex,Description of Project_182 in Industrial Complex.,508,Rural,10066088,Company_65,9707957.19,2025-02-19,574,691,38,151214470.01,23,0.59,0,-3.56,12.99,79.82,1,Cost-effective and timely
182,Project_182,Industrial Complex,Description of Project_182 in Industrial Complex.,508,Rural,10066088,Company_257,10971543.25,2025-12-10,476,913,20,467709405.22,18,0.87,0,9.0,-6.3,80.63,1,Cost-effective and timely
183,Project_183,Industrial Complex,Description of Project_183 in Industrial Complex.,631,Suburban,6606471,Company_952,6386243.55,2025-09-12,680,374,21,56884158.7,19,0.83,1,-3.33,7.77,80.67,1,Cost-effective and timely
183,Project_183,Industrial Complex,Description of Project_183 in Industrial Complex.,631,Suburban,6606471,Company_466,7267263.65,2025-02-04,728,928,48,187574508.89,42,0.77,0,10.0,15.37,99.0,1,Cost-effective and timely
183,Project_183,Industrial Complex,Description of Project_183 in Industrial Complex.,631,Suburban,6606471,Company_227,5828249.54,2025-06-03,622,818,40,149958386.96,22,0.89,0,-11.78,-1.43,94.93,1,Cost-effective and timely
183,Project_183,Industrial Complex,Description of Project_183 in Industrial Complex.,631,Suburban,6606471,Company_146,6637099.84,2025-08-23,700,211,23,484253655.34,31,0.57,1,0.46,10.94,72.48,1,Cost-effective and timely
183,Project_183,Industrial Complex,Description of Project_183 in Industrial Complex.,631,Suburban,6606471,Company_941,6853677.32,2025-03-20,677,307,8,249484677.34,48,0.59,1,3.74,7.29,68.25,0,High deviation in cost or deadlines
184,Project_184,Industrial Complex,Description of Project_184 in Industrial Complex.,265,Urban,18423607,Company_499,15247376.61,2025-12-26,364,684,13,135459884.86,35,0.7,1,-17.24,37.36,68.42,0,High deviation in cost or deadlines
184,Project_184,Industrial Complex,Description of Project_184 in Industrial Complex.,265,Urban,18423607,Company_266,17991696.39,2025-09-13,219,320,28,313881038.61,47,0.69,0,-2.34,-17.36,85.17,1,Cost-effective and timely
184,Project_184,Industrial Complex,Description of Project_184 in Industrial Complex.,265,Urban,18423607,Company_579,18228662.43,2025-08-28,292,972,26,85768597.58,46,0.54,0,-1.06,10.19,75.91,1,Cost-effective and timely
184,Project_184,Industrial Complex,Description of Project_184 in Industrial Complex.,265,Urban,18423607,Company_329,18064179.42,2025-06-20,268,804,23,136179093.58,5,0.89,0,-1.95,1.13,80.68,1,Cost-effective and timely
184,Project_184,Industrial Complex,Description of Project_184 in Industrial Complex.,265,Urban,18423607,Company_620,17086086.65,2025-09-05,359,762,15,327831525.77,32,0.89,0,-7.26,35.47,80.99,1,Cost-effective and timely
185,Project_185,Industrial Complex,Description of Project_185 in Industrial Complex.,697,Rural,16577842,Company_782,15088603.06,2025-09-15,754,538,5,471384742.12,48,0.58,0,-8.98,8.18,64.72,0,High deviation in cost or deadlines
185,Project_185,Industrial Complex,Description of Project_185 in Industrial Complex.,697,Rural,16577842,Company_966,16594000.57,2025-10-06,702,970,36,222941689.79,34,0.9,0,0.1,0.72,99.75,1,Cost-effective and timely
185,Project_185,Industrial Complex,Description of Project_185 in Industrial Complex.,697,Rural,16577842,Company_23,18315327.48,2025-06-17,670,859,5,447073229.66,42,0.87,1,10.48,-3.87,79.93,1,Cost-effective and timely
185,Project_185,Industrial Complex,Description of Project_185 in Industrial Complex.,697,Rural,16577842,Company_636,18548779.57,2025-01-07,698,84,37,108246714.92,46,0.72,0,11.89,0.14,91.86,1,Cost-effective and timely
185,Project_185,Industrial Complex,Description of Project_185 in Industrial Complex.,697,Rural,16577842,Company_700,16847381.01,2025-01-11,670,864,34,199234267.63,36,0.74,1,1.63,-3.87,89.94,1,Cost-effective and timely
186,Project_186,Bridge Construction,Description of Project_186 in Bridge Construction.,466,Suburban,7721490,Company_156,6892463.4,2025-09-19,466,621,28,274130978.49,28,0.51,0,-10.74,0.0,70.76,1,Cost-effective and timely
186,Project_186,Bridge Construction,Description of Project_186 in Bridge Construction.,466,Suburban,7721490,Company_251,6851621.15,2025-08-07,464,998,9,124927544.43,30,0.53,0,-11.27,-0.43,60.66,0,High deviation in cost or deadlines
186,Project_186,Bridge Construction,Description of Project_186 in Bridge Construction.,466,Suburban,7721490,Company_483,9021007.99,2025-11-13,461,762,43,113659864.84,22,0.93,0,16.83,-1.07,97.71,1,Cost-effective and timely
186,Project_186,Bridge Construction,Description of Project_186 in Bridge Construction.,466,Suburban,7721490,Company_964,6995767.69,2025-08-04,462,801,10,325711230.38,35,0.65,0,-9.4,-0.86,69.13,0,High deviation in cost or deadlines
186,Project_186,Bridge Construction,Description of Project_186 in Bridge Construction.,466,Suburban,7721490,Company_393,6599333.55,2025-06-03,563,493,46,28428519.51,18,0.85,1,-14.53,20.82,92.73,1,Cost-effective and timely
187,Project_187,Residential Building,Description of Project_187 in Residential Building.,489,Urban,9670701,Company_275,10330795.03,2025-03-17,464,423,13,130442069.04,14,0.64,0,6.83,-5.11,65.11,0,High deviation in cost or deadlines
187,Project_187,Residential Building,Description of Project_187 in Residential Building.,489,Urban,9670701,Company_245,10592359.44,2025-11-28,509,732,37,77229927.24,38,0.77,0,9.53,4.09,92.39,1,Cost-effective and timely
187,Project_187,Residential Building,Description of Project_187 in Residential Building.,489,Urban,9670701,Company_889,8758730.61,2025-06-09,505,829,23,45923338.17,29,0.53,0,-9.43,3.27,68.94,0,High deviation in cost or deadlines
187,Project_187,Residential Building,Description of Project_187 in Residential Building.,489,Urban,9670701,Company_726,8004129.75,2025-01-21,455,908,44,272471052.77,4,0.89,0,-17.23,-6.95,89.28,1,Cost-effective and timely
187,Project_187,Residential Building,Description of Project_187 in Residential Building.,489,Urban,9670701,Company_338,8078998.77,2025-01-09,587,845,46,358836005.03,0,0.56,0,-16.46,20.04,74.7,1,Cost-effective and timely
188,Project_188,Bridge Construction,Description of Project_188 in Bridge Construction.,708,Rural,16887010,Company_830,16854392.39,2025-05-10,781,641,6,258208710.66,13,0.59,0,-0.19,10.31,59.2,0,High deviation in cost or deadlines
188,Project_188,Bridge Construction,Description of Project_188 in Bridge Construction.,708,Rural,16887010,Company_300,15946081.21,2025-06-05,759,240,36,153502370.19,5,1.0,0,-5.57,7.2,91.77,1,Cost-effective and timely
